Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDP11,,Low Fat,68.765.925,Breads,2.169.166,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.354.332
FDX55,,Low Fat,96.658.404,Fruits and Vegetables,2.169.166,OUT019,1985,Small,Tier 1,Grocery Store,2.177.166
NCH43,,Low Fat,123.557.061,Household,2.166.192,OUT019,1985,Small,Tier 1,Grocery Store,2.157.192
FDP25,,low fat,37.131.628,Canned,2.164.824,OUT019,1985,Small,Tier 1,Grocery Store,2.183.824
FDA32,,LF,52.691.046,Fruits and Vegetables,2.163.192,OUT019,1985,Small,Tier 1,Grocery Store,2.157.192
FDP11,,Low Fat,120.986.139,Breads,2.161.166,OUT019,1985,Small,Tier 1,Grocery Store,4.354.332
NCK42,,Low Fat,13.056.494,Household,2.159.192,OUT027,1985,Medium,Tier 3,Supermarket Type3,73.344.528
FDY28,,Regular,26.639.671,Frozen Foods,2.156.218,OUT019,1985,Small,Tier 1,Grocery Store,6.411.654
FDJ26,,Regular,84.354.713,Canned,2.155.218,OUT027,1985,Medium,Tier 3,Supermarket Type3,49.156.014
FDM10,,Low Fat,75.603.699,Snack Foods,2.151.218,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.205.827
FDG16,,Low Fat,157.257.637,Frozen Foods,2.150.192,OUT019,1985,Small,Tier 1,Grocery Store,1.078.596
FDK22,,Low Fat,25.960.174,Snack Foods,214.885,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.976.855
FDK33,,Low Fat,19.671.473,Snack Foods,214.756,OUT019,1985,Small,Tier 1,Grocery Store,213.056
FDH41,,Low Fat,81.614.376,Frozen Foods,2.147.534,OUT027,1985,Medium,Tier 3,Supermarket Type3,58.064.418
FDD39,,Low Fat,6.981.517,Dairy,214.385,OUT027,1985,Medium,Tier 3,Supermarket Type3,4327.7
NCE30,,Low Fat,173.574.402,Household,2.140.902,OUT019,1985,Small,Tier 1,Grocery Store,1.061.951
FDH41,,LF,143.591.586,Frozen Foods,2.135.534,OUT019,1985,Small,Tier 1,Grocery Store,4.301.068
FDK33,,Low Fat,11.180.843,Snack Foods,213.456,OUT027,1985,Medium,Tier 3,Supermarket Type3,4261.12
FDW51,,Regular,94.201.477,Meat,213.356,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.817.792
FDP09,,low fat,59.336.763,Snack Foods,2.121.902,OUT019,1985,Small,Tier 1,Grocery Store,4.247.804
NCO07,,Low Fat,17.116.983,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.056
NCQ50,,Low Fat,34.141.213,Household,2.119.218,OUT027,1985,Medium,Tier 3,Supermarket Type3,34.195.488
FDP09,,Low Fat,33.725.743,Snack Foods,2.116.902,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.247.804
FDI20,,LF,38.377.013,Fruits and Vegetables,2.115.586,OUT027,1985,Medium,Tier 3,Supermarket Type3,44.322.306
FDI20,,Low Fat,67.520.165,Fruits and Vegetables,2.113.586,OUT019,1985,Small,Tier 1,Grocery Store,4.221.172
FDI22,,Low Fat,168.455.549,Snack Foods,2.110.612,OUT019,1985,Small,Tier 1,Grocery Store,4.181.224
FDX22,,Regular,4.022.593,Snack Foods,2.109.928,OUT019,1985,Small,Tier 1,Grocery Store,2.103.928
FDY26,,Regular,30.362.777,Dairy,2.105.244,OUT027,1985,Medium,Tier 3,Supermarket Type3,67.751.808
NCX41,,Low Fat,31.024.168,Health and Hygiene,2.105.244,OUT019,1985,Small,Tier 1,Grocery Store,14.820.708
FDB44,,Low Fat,16.876.708,Fruits and Vegetables,2.100.586,OUT027,1985,Medium,Tier 3,Supermarket Type3,69.649.338
FDX39,,Regular,49.435.598,Meat,2.097.586,OUT027,1985,Medium,Tier 3,Supermarket Type3,54.875.236
FDO25,,Low Fat,126.831.854,Canned,209.027,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.613.994
FDC17,,Low Fat,15.385.857,Frozen Foods,2.089.928,OUT027,1985,Medium,Tier 3,Supermarket Type3,96.780.688
FDI22,,Low Fat,95.746.519,Snack Foods,2.086.612,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.317.142
NCI42,,Low Fat,1.031.535,Household,2.084.954,OUT027,1985,Medium,Tier 3,Supermarket Type3,37.511.172
FDE16,,Low Fat,26.216.144,Frozen Foods,2.075.954,OUT027,1985,Medium,Tier 3,Supermarket Type3,66.686.528
FDC35,,Low Fat,122.242.847,Starchy Foods,2.075.638,OUT027,1985,Medium,Tier 3,Supermarket Type3,45.554.036
FDX56,,Regular,73.700.837,Fruits and Vegetables,2.071.638,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.247.233
FDX56,,Regular,129.668.578,Fruits and Vegetables,2.068.638,OUT019,1985,Small,Tier 1,Grocery Store,2.070.638
FDE16,,Low Fat,46.124.444,Frozen Foods,2.067.954,OUT019,1985,Small,Tier 1,Grocery Store,8.335.816
FDN02,,Low Fat,73.470.234,Canned,2.053.638,OUT027,1985,Medium,Tier 3,Supermarket Type3,53.836.588
FDR01,,Regular,93.883.945,Canned,2.004.742,OUT019,1985,Small,Tier 1,Grocery Store,3.981.484
FDR01,,Regular,5.336.162,Canned,2.001.742,OUT027,1985,Medium,Tier 3,Supermarket Type3,61.713.002
FDR35,,Low Fat,20.597.493,Breads,2.000.742,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.958.339
FDF34,,Regular,13.951.504,Snack Foods,1.999.084,OUT027,1985,Medium,Tier 3,Supermarket Type3,57.538.436
NCR05,,Low Fat,54.366.282,Health and Hygiene,1.996.084,OUT027,1985,Medium,Tier 3,Supermarket Type3,71.427.024
FDW31,,Regular,42.949.109,Fruits and Vegetables,1.995.742,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.981.484
FDI07,,Regular,59.110.912,Meat,1.993.426,OUT019,1985,Small,Tier 1,Grocery Store,3.954.852
FDI04,,Regular,72.559.351,Frozen Foods,1.993.426,OUT027,1985,Medium,Tier 3,Supermarket Type3,37.571.094
FDF50,,Low Fat,116.762.173,Canned,1.989.768,OUT027,1985,Medium,Tier 3,Supermarket Type3,47.298.432
NCB30,,Low Fat,25.578.526,Household,1.988.084,OUT027,1985,Medium,Tier 3,Supermarket Type3,55.554.352
DRM37,,LF,95.931.002,Soft Drinks,1.985.768,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.897.688
FDI04,,Regular,127.660.257,Frozen Foods,1.985.426,OUT019,1985,Small,Tier 1,Grocery Store,7.909.704
FDV60,,Regular,205.484.395,Baking Goods,198.011,OUT019,1985,Small,Tier 1,Grocery Store,392.822
FDZ45,,Low Fat,117.091.213,Snack Foods,1.979.084,OUT019,1985,Small,Tier 1,Grocery Store,992.042
DRM37,,LF,168.780.127,Soft Drinks,1.978.768,OUT019,1985,Small,Tier 1,Grocery Store,1.970.768
FDL03,,Regular,26.949.463,Meat,197.711,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.910.275
NCB07,,Low Fat,77.132.215,Household,197.411,OUT027,1985,Medium,Tier 3,Supermarket Type3,5892.33
FDC33,,Regular,68.604.503,Fruits and Vegetables,1.973.768,OUT027,1985,Medium,Tier 3,Supermarket Type3,74.889.184
FDH60,,Regular,141.360.118,Baking Goods,197.311,OUT019,1985,Small,Tier 1,Grocery Store,392.822
FDI07,,Regular,33.597.374,Meat,1.972.426,OUT027,1985,Medium,Tier 3,Supermarket Type3,31.638.816
FDB59,,Low Fat,1.520.491,Snack Foods,1.972.084,OUT027,1985,Medium,Tier 3,Supermarket Type3,41.665.764
DRE48,,Low Fat,1.724.183,Soft Drinks,1.970.768,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.868.456
DRK13,,Low Fat,114.609.875,Soft Drinks,1.970.084,OUT027,1985,Medium,Tier 3,Supermarket Type3,33.729.428
FDS02,,Regular,255.394.896,Dairy,1.968.794,OUT019,1985,Small,Tier 1,Grocery Store,7.803.176
FDR56,,Regular,100.277.876,Fruits and Vegetables,1.968.768,OUT027,1985,Medium,Tier 3,Supermarket Type3,70.947.648
FDV39,,Low Fat,0,Meat,1.968.426,OUT019,1985,Small,Tier 1,Grocery Store,5.932.278
FDR47,,Low Fat,87.045.086,Breads,1.967.794,OUT027,1985,Medium,Tier 3,Supermarket Type3,62.425.408
FDB27,,Low Fat,55.121.892,Dairy,1.967.768,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.912.304
NCB30,,Low Fat,45.002.624,Household,1.965.084,OUT019,1985,Small,Tier 1,Grocery Store,1.984.084
FDT48,,Low Fat,0,Baking Goods,1.965.084,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.936.336
FDS02,,Regular,0,Dairy,1.964.794,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.852.382
FDF20,,Low Fat,33.059.299,Fruits and Vegetables,1.964.768,OUT027,1985,Medium,Tier 3,Supermarket Type3,63.064.576
FDV60,,Regular,11.679.292,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.499.508
FDA46,,Low Fat,117.065.801,Snack Foods,1.961.136,OUT027,1985,Medium,Tier 3,Supermarket Type3,60.268.216
FDY21,,LF,30.374.337,Snack Foods,196.011,OUT019,1985,Small,Tier 1,Grocery Store,589.233
FDV37,,Regular,83.109.455,Canned,1.958.426,OUT027,1985,Medium,Tier 3,Supermarket Type3,57.345.354
FDI57,,Low Fat,53.764.023,Seafood,1.957.768,OUT027,1985,Medium,Tier 3,Supermarket Type3,35.473.824
FDH60,,Regular,80.346.058,Baking Goods,195.711,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.499.508
NCP42,,Low Fat,28.207.784,Household,1.955.478,OUT019,1985,Small,Tier 1,Grocery Store,3.874.956
NCV06,,Low Fat,66.358.426,Household,1.952.478,OUT027,1985,Medium,Tier 3,Supermarket Type3,71.686.686
NCV06,,Low Fat,116.750.407,Household,1.952.478,OUT019,1985,Small,Tier 1,Grocery Store,1.937.478
FDY21,,Low Fat,172.641.213,Snack Foods,195.111,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.303.097
NCX18,,Low Fat,15.397.129,Household,194.911,OUT019,1985,Small,Tier 1,Grocery Store,196.411
FDW28,,Low Fat,88.394.115,Frozen Foods,1.947.452,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.872.356
FDS27,,Regular,218.126,Meat,194.711,OUT019,1985,Small,Tier 1,Grocery Store,196.411
FDY44,,Regular,24.286.378,Fruits and Vegetables,194.711,OUT027,1985,Medium,Tier 3,Supermarket Type3,5892.33
NCR54,,Low Fat,158.562.708,Household,194.711,OUT019,1985,Small,Tier 1,Grocery Store,196.411
NCL18,,Low Fat,293.417.759,Household,1.946.136,OUT019,1985,Small,Tier 1,Grocery Store,5.832.408
NCQ41,,Low Fat,19.386.057,Health and Hygiene,1.945.794,OUT027,1985,Medium,Tier 3,Supermarket Type3,35.114.292
FDL33,,Low Fat,99.478.451,Snack Foods,1.944.452,OUT027,1985,Medium,Tier 3,Supermarket Type3,46.978.848
FDC57,,Regular,95.587.976,Fruits and Vegetables,193.982,OUT019,1985,Small,Tier 1,Grocery Store,579.246
NCW53,,Low Fat,53.392.944,Health and Hygiene,1.938.162,OUT019,1985,Small,Tier 1,Grocery Store,3.848.324
FDA43,,Low Fat,64.362.554,Fruits and Vegetables,1.937.794,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.876.985
FDD40,,Regular,14.721.719,Dairy,1.936.162,OUT027,1985,Medium,Tier 3,Supermarket Type3,51.952.374
FDZ16,,Regular,159.081.735,Frozen Foods,1.935.478,OUT027,1985,Medium,Tier 3,Supermarket Type3,46.499.472
FDV26,,Regular,75.791.641,Dairy,1.933.794,OUT027,1985,Medium,Tier 3,Supermarket Type3,83.884.142
FDZ16,,Regular,279.886.948,Frozen Foods,1.931.478,OUT019,1985,Small,Tier 1,Grocery Store,3.874.956
FDV26,,Regular,133.347.119,Dairy,1.930.794,OUT019,1985,Small,Tier 1,Grocery Store,975.397
NCC19,,Low Fat,96.411.426,Household,192.982,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.633.968
FDU38,,Low Fat,82.150.145,Dairy,1.929.504,OUT027,1985,Medium,Tier 3,Supermarket Type3,74.782.656
DRM47,,Low Fat,4.357.366,Hard Drinks,1.928.846,OUT027,1985,Medium,Tier 3,Supermarket Type3,22.930.152
FDH10,,Low Fat,86.326.707,Snack Foods,1.926.478,OUT019,1985,Small,Tier 1,Grocery Store,3.874.956
NCW53,,Low Fat,30.347.404,Health and Hygiene,1.925.162,OUT027,1985,Medium,Tier 3,Supermarket Type3,30.786.592
FDH10,,Low Fat,49.066.248,Snack Foods,1.924.478,OUT027,1985,Medium,Tier 3,Supermarket Type3,89.123.988
FDX52,,Regular,73.541.072,Frozen Foods,192.282,OUT019,1985,Small,Tier 1,Grocery Store,386.164
FDQ37,,Low Fat,88.828.418,Breakfast,1.922.478,OUT027,1985,Medium,Tier 3,Supermarket Type3,79.436.598
FDG02,,Low Fat,19.716.846,Canned,1.919.188,OUT019,1985,Small,Tier 1,Grocery Store,5.712.564
NCF18,,Low Fat,88.551.694,Household,1.915.504,OUT027,1985,Medium,Tier 3,Supermarket Type3,59.442.624
FDG02,,Low Fat,11.206.632,Canned,1.914.188,OUT027,1985,Medium,Tier 3,Supermarket Type3,39.987.948
FDW56,,Low Fat,70.556.945,Fruits and Vegetables,1.912.162,OUT027,1985,Medium,Tier 3,Supermarket Type3,75.042.318
FDZ31,,Regular,112.668.963,Fruits and Vegetables,1.910.504,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.752.512
FDP27,,Low Fat,20.914.265,Meat,190.953,OUT019,1985,Small,Tier 1,Grocery Store,379.506
FDJ22,,Low Fat,9.246.392,Snack Foods,1.909.504,OUT019,1985,Small,Tier 1,Grocery Store,3.835.008
FDJ28,,Low Fat,0,Frozen Foods,1.909.162,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.772.486
FDP21,,Regular,45.068.892,Snack Foods,1.908.872,OUT019,1985,Small,Tier 1,Grocery Store,945.436
FDR52,,Regular,133.144.259,Frozen Foods,1.908.846,OUT019,1985,Small,Tier 1,Grocery Store,1.910.846
NCG07,,Low Fat,52.247.806,Household,190.853,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.554.072
DRF36,,Low Fat,23.463.124,Soft Drinks,1.906.846,OUT027,1985,Medium,Tier 3,Supermarket Type3,9554.23
FDU38,,LF,144.534.212,Dairy,1.906.504,OUT019,1985,Small,Tier 1,Grocery Store,5.752.512
FDR52,,Regular,75.676.339,Frozen Foods,1.904.846,OUT027,1985,Medium,Tier 3,Supermarket Type3,87.898.916
NCZ53,,Low Fat,24.358.634,Health and Hygiene,1.904.214,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.652.642
FDJ08,,Low Fat,193.772.568,Fruits and Vegetables,1.903.846,OUT019,1985,Small,Tier 1,Grocery Store,5.732.538
FDJ22,,Low Fat,52.554.508,Snack Foods,1.903.504,OUT027,1985,Medium,Tier 3,Supermarket Type3,1.917.504
DRB01,,Low Fat,81.841.136,Soft Drinks,190.053,OUT027,1985,Medium,Tier 3,Supermarket Type3,569.259
FDQ39,,Low Fat,80.649.685,Meat,1.899.846,OUT027,1985,Medium,Tier 3,Supermarket Type3,61.147.072
FDT32,,Regular,65.316.099,Fruits and Vegetables,1.899.214,OUT027,1985,Medium,Tier 3,Supermarket Type3,50.873.778
NCG07,,Low Fat,91.924.311,Household,189.753,OUT019,1985,Small,Tier 1,Grocery Store,189.753
FDV45,,low fat,78.872.251,Snack Foods,1.895.556,OUT019,1985,Small,Tier 1,Grocery Store,11.265.336
NCN19,,Low Fat,21.184.746,Others,189.553,OUT019,1985,Small,Tier 1,Grocery Store,379.506
DRE37,,Low Fat,164.966.345,Soft Drinks,1.894.872,OUT019,1985,Small,Tier 1,Grocery Store,1.890.872
FDT11,,Regular,2.923.013,Breads,1.894.556,OUT027,1985,Medium,Tier 3,Supermarket Type3,35.673.564
DRK37,,Low Fat,77.046.505,Soft Drinks,189.453,OUT019,1985,Small,Tier 1,Grocery Store,759.012
FDE50,,Regular,1.612.717,Canned,1.893.556,OUT027,1985,Medium,Tier 3,Supermarket Type3,22.530.672
FDR55,,Regular,131.443.921,Fruits and Vegetables,1.891.872,OUT027,1985,Medium,Tier 3,Supermarket Type3,52.944.416
FDU28,,Regular,93.463.546,Frozen Foods,1.891.214,OUT027,1985,Medium,Tier 3,Supermarket Type3,22.610.568
DRK37,,Low Fat,4.379.158,Soft Drinks,189.053,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.261.849
FDT13,,Low Fat,32.516.546,Canned,1.888.214,OUT019,1985,Small,Tier 1,Grocery Store,7.536.856
FDU58,,Regular,28.871.235,Snack Foods,1.887.898,OUT027,1985,Medium,Tier 3,Supermarket Type3,20.579.878
NCT17,,Low Fat,41.663.111,Health and Hygiene,1.886.214,OUT027,1985,Medium,Tier 3,Supermarket Type3,60.294.848
FDT32,,Regular,114.916.546,Fruits and Vegetables,1.884.214,OUT019,1985,Small,Tier 1,Grocery Store,5.652.642
FDU28,,Regular,164.438.907,Frozen Foods,1.884.214,OUT019,1985,Small,Tier 1,Grocery Store,3.768.428
FDY46,,Low Fat,4.765.803,Snack Foods,1.883.898,OUT027,1985,Medium,Tier 3,Supermarket Type3,52.385.144
FDF21,,Regular,58.542.509,Fruits and Vegetables,188.353,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.364.319
FDP27,,Low Fat,118.872.194,Meat,188.353,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.313.084
FDB56,,Regular,0,Fruits and Vegetables,1.882.556,OUT027,1985,Medium,Tier 3,Supermarket Type3,4693.89
DRJ23,,Low Fat,0,Hard Drinks,1.881.872,OUT027,1985,Medium,Tier 3,Supermarket Type3,32.144.824
FDP21,,Regular,25.616.191,Snack Foods,1.881.872,OUT027,1985,Medium,Tier 3,Supermarket Type3,62.398.776
NCB43,,Low Fat,99.428.487,Household,1.878.898,OUT027,1985,Medium,Tier 3,Supermarket Type3,72.965.022
FDV45,,Low Fat,44.829.295,Snack Foods,1.874.556,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.510.224
FDO46,,Regular,14.143.673,Snack Foods,1.873.872,OUT027,1985,Medium,Tier 3,Supermarket Type3,2.836.308
FDG09,,Regular,47.704.151,Fruits and Vegetables,1.872.556,OUT027,1985,Medium,Tier 3,Supermarket Type3,45.061.344
FDZ23,,Regular,67.175.915,Baking Goods,187.124,OUT027,1985,Medium,Tier 3,Supermarket Type3,3728.48
FDA20,,Low Fat,66.298.469,Fruits and Vegetables,186.824,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.338.416
DRA59,,Regular,127.308.434,Soft Drinks,1.866.924,OUT027,1985,Medium,Tier 3,Supermarket Type3,70.335.112
FDH34,,Low Fat,30.944.666,Snack Foods,1.866.582,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.715.164
FDD26,,Regular,71.806.046,Canned,1.865.924,OUT027,1985,Medium,Tier 3,Supermarket Type3,51.825.872
DRA59,,Regular,223.985.293,Soft Drinks,1.862.924,OUT019,1985,Small,Tier 1,Grocery Store,5.552.772
FDY16,,reg,16.147.714,Frozen Foods,1.862.266,OUT019,1985,Small,Tier 1,Grocery Store,11.065.596
FDS43,,Low Fat,40.318.693,Fruits and Vegetables,186.224,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.033.448
FDY39,,Regular,8.234.117,Meat,1.857.608,OUT019,1985,Small,Tier 1,Grocery Store,14.700.864
FDN32,,Low Fat,15.485.016,Fruits and Vegetables,1.856.266,OUT027,1985,Medium,Tier 3,Supermarket Type3,49.795.182
FDT03,,Low Fat,9.950.343,Meat,1.855.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,33.076.944
FDD14,,LF,297.312.685,Canned,1.854.266,OUT019,1985,Small,Tier 1,Grocery Store,3.688.532
FDQ45,,Regular,10.864.186,Snack Foods,1.853.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,53.290.632
DRJ24,,Low Fat,198.424.841,Soft Drinks,1.852.924,OUT019,1985,Small,Tier 1,Grocery Store,3.701.848
FDH50,,Regular,160.653.682,Canned,1.852.266,OUT027,1985,Medium,Tier 3,Supermarket Type3,59.016.512
FDU01,,Regular,21.002.171,Canned,1.851.924,OUT019,1985,Small,Tier 1,Grocery Store,5.552.772
FDG04,,Low Fat,10.615.026,Frozen Foods,1.851.898,OUT019,1985,Small,Tier 1,Grocery Store,3.741.796
NCO30,,Low Fat,27.532.258,Household,1.850.608,OUT019,1985,Small,Tier 1,Grocery Store,5.512.824
FDA36,,Low Fat,5.638.944,Baking Goods,1.849.924,OUT027,1985,Medium,Tier 3,Supermarket Type3,31.465.708
FDU01,,Regular,11.937.183,Canned,1.847.924,OUT027,1985,Medium,Tier 3,Supermarket Type3,44.422.176
FDU56,,Low Fat,0,Fruits and Vegetables,1.847.266,OUT027,1985,Medium,Tier 3,Supermarket Type3,81.147.704
NCN14,,Low Fat,9.147.267,Others,1.846.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,2.756.412
FDH34,,Low Fat,54.443.762,Snack Foods,1.846.582,OUT019,1985,Small,Tier 1,Grocery Store,1.857.582
FDK26,,Regular,56.338.482,Canned,184.624,OUT019,1985,Small,Tier 1,Grocery Store,1.304.968
FDX58,,Low Fat,43.551.753,Snack Foods,184.495,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.873.085
FDJ57,,Regular,0,Seafood,1.843.582,OUT019,1985,Small,Tier 1,Grocery Store,1.857.582
NCN14,,Low Fat,160.936.178,Others,1.842.608,OUT019,1985,Small,Tier 1,Grocery Store,3.675.216
FDZ50,,Regular,0,Dairy,1.842.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,60.641.064
FDF52,,Low Fat,66.459.891,Frozen Foods,1.842.292,OUT027,1985,Medium,Tier 3,Supermarket Type3,4560.73
FDE11,,Regular,23.653.561,Starchy Foods,1.841.924,OUT019,1985,Small,Tier 1,Grocery Store,1.850.924
FDD26,,Regular,1.263.349,Canned,1.840.924,OUT019,1985,Small,Tier 1,Grocery Store,5.552.772
NCO53,,Low Fat,174.336.148,Health and Hygiene,1.840.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.431.628
FDE11,,Regular,134.441.765,Starchy Foods,1.839.924,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.478.234
FDT15,,Regular,74.729.835,Meat,183.795,OUT019,1985,Small,Tier 1,Grocery Store,549.285
FDA36,,Low Fat,9.921.107,Baking Goods,1.836.924,OUT019,1985,Small,Tier 1,Grocery Store,5.552.772
FDX07,,Regular,22.807.826,Fruits and Vegetables,183.495,OUT027,1985,Medium,Tier 3,Supermarket Type3,4.577.375
FDC46,,Low Fat,115.978.122,Snack Foods,1.834.266,OUT027,1985,Medium,Tier 3,Supermarket Type3,71.926.374
FDJ15,,Regular,23.209.537,Dairy,1.833.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,60.641.064
FDF52,,Low Fat,116.928.924,Frozen Foods,1.833.292,OUT019,1985,Small,Tier 1,Grocery Store,3.648.584
FDR37,,Regular,65.928.735,Breakfast,1.830.292,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.209.314
NCS41,,Low Fat,53.185.208,Health and Hygiene,1.829.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,16.538.472
FDX26,,Low Fat,153.741.385,Dairy,1.826.292,OUT019,1985,Small,Tier 1,Grocery Store,1.824.292
NCX06,,Low Fat,1.561.108,Household,1.825.976,OUT027,1985,Medium,Tier 3,Supermarket Type3,50.707.328
FDY16,,Regular,91.780.142,Frozen Foods,1.825.266,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.454.931
FDO39,,Regular,136.701.678,Meat,1.821.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,58.803.456
FDQ45,,Regular,19.114.349,Snack Foods,1.821.608,OUT019,1985,Small,Tier 1,Grocery Store,3.675.216
FDD09,,Low Fat,21.392.306,Fruits and Vegetables,1.820.976,OUT027,1985,Medium,Tier 3,Supermarket Type3,61.573.184
FDY39,,Regular,0,Meat,1.820.608,OUT027,1985,Medium,Tier 3,Supermarket Type3,77.179.536
FDS10,,Low Fat,350.152,Snack Foods,1.820.318,OUT027,1985,Medium,Tier 3,Supermarket Type3,59.542.494
FDX25,,Low Fat,101.561.568,Canned,1.819.292,OUT027,1985,Medium,Tier 3,Supermarket Type3,31.012.964
FDV57,,Regular,65.577.449,Snack Foods,181.766,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.370.406
NCP43,,Low Fat,53.413.906,Others,181.766,OUT019,1985,Small,Tier 1,Grocery Store,179.766
FDL39,,Regular,6.302.467,Dairy,1.816.318,OUT027,1985,Medium,Tier 3,Supermarket Type3,12.630.226
NCX06,,LF,2.746.599,Household,1.815.976,OUT019,1985,Small,Tier 1,Grocery Store,5.432.928
NCT18,,Low Fat,5.911.748,Household,1.815.976,OUT027,1985,Medium,Tier 3,Supermarket Type3,41.652.448
FDM28,,Low Fat,79.146.113,Frozen Foods,181.466,OUT019,1985,Small,Tier 1,Grocery Store,179.766
FDP48,,Regular,43.810.028,Baking Goods,181.395,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.042.135
FDK10,,Regular,4.016.342,Snack Foods,181.166,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.415.554
DRD60,,Low Fat,65.188.619,Soft Drinks,1.811.634,OUT019,1985,Small,Tier 1,Grocery Store,1.817.634
FDO36,,Low Fat,7.753.654,Baking Goods,180.866,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.235.788
DRN47,,Low Fat,16.745.264,Hard Drinks,180.766,OUT027,1985,Medium,Tier 3,Supermarket Type3,3.056.022
FDW49,,Low Fat,14.453.827,Canned,1.806.002,OUT019,1985,Small,Tier 1,Grocery Store,895.501
FDY25,,Low Fat,33.809.913,Canned,1.805.976,OUT027,1985,Medium,Tier 3,Supermarket Type3,79.682.944
FDX26,,Low Fat,87.383.304,Dairy,1.804.292,OUT027,1985,Medium,Tier 3,Supermarket Type3,40.134.424
FDE45,,Low Fat,70.660.449,Fruits and Vegetables,1.804.002,OUT019,1985,Small,Tier 1,Grocery Store,7.164.008
FDF56,,Regular,118.883.724,Fruits and Vegetables,1.803.976,OUT027,1985,Medium,Tier 3,Supermarket Type3,74.250.016
FDB17,,Low Fat,64.208.126,Frozen Foods,1.801.976,OUT019,1985,Small,Tier 1,Grocery Store,1.810.976
FDI26,,Low Fat,61.082.177,Canned,1.800.344,OUT019,1985,Small,Tier 1,Grocery Store,892.172
FDX08,,Low Fat,39.576.776,Fruits and Vegetables,1.799.318,OUT019,1985,Small,Tier 1,Grocery Store,3.608.636
